City,State,Lat,Lon,Population_M,Year,Month,Crime_Type,Cases,Severity,Resolution_Rate,Arrests,Response_Time_Min
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Fraud,83,High,0.36,24,17.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Burglary,82,Critical,0.59,29,30.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Vandalism,45,Critical,0.7,24,38.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Robbery,39,Low,0.56,14,9.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Cybercrime,67,Critical,0.45,22,22.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Drug Offense,44,Low,0.74,19,25.4
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Homicide,10,High,0.41,3,28.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,6,Harassment,59,High,0.42,18,34.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Theft,121,Medium,0.43,36,20.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Assault,56,High,0.66,33,18.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Fraud,73,High,0.44,19,32.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Burglary,78,High,0.69,48,29.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Vandalism,59,Low,0.49,17,21.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Robbery,40,Medium,0.68,19,22.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Cybercrime,95,Low,0.72,46,15.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Drug Offense,50,High,0.66,21,13.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Homicide,10,Low,0.57,4,21.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,7,Harassment,63,Low,0.55,23,21.4
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Theft,144,High,0.42,45,41.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Assault,62,Medium,0.62,27,30.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Fraud,89,High,0.68,51,11.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Burglary,77,Medium,0.72,39,44.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Vandalism,52,Low,0.37,13,33.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Robbery,42,Low,0.35,10,21.8
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Cybercrime,91,Low,0.43,30,32.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Drug Offense,37,Low,0.68,17,21.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Homicide,11,Low,0.52,4,27.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,8,Harassment,79,Low,0.59,34,35.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Theft,119,High,0.38,40,12.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Assault,43,Low,0.7,20,17.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Fraud,91,Low,0.46,27,40.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Burglary,69,Medium,0.7,37,39.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Vandalism,31,Low,0.6,11,8.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Robbery,34,Critical,0.51,11,21.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Cybercrime,67,Low,0.68,34,38.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Drug Offense,41,Critical,0.49,14,33.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Homicide,10,Medium,0.59,4,17.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,9,Harassment,50,Low,0.4,16,37.9
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Theft,118,Low,0.73,52,26.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Assault,39,High,0.44,12,38.8
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Fraud,85,Low,0.74,52,27.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Burglary,62,High,0.77,36,21.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Vandalism,37,Medium,0.39,9,25.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Robbery,32,High,0.4,10,34.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Cybercrime,59,High,0.35,17,18.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Drug Offense,45,Low,0.73,20,27.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Homicide,7,Low,0.58,3,33.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,10,Harassment,43,High,0.57,21,9.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Theft,111,Low,0.56,40,8.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Assault,31,Low,0.75,17,40.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Fraud,58,Low,0.57,27,16.8
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Burglary,48,Low,0.48,19,32.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Vandalism,39,Medium,0.69,23,11.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Robbery,30,Critical,0.68,13,42.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Cybercrime,67,High,0.39,17,18.4
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Drug Offense,42,Medium,0.46,16,39.6
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Homicide,8,Low,0.55,3,41.8
Hyderabad,Telangana,17.385,78.4867,10.0,2024,11,Harassment,64,Low,0.36,14,21.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Theft,103,Low,0.71,49,30.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Assault,36,Low,0.7,19,39.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Fraud,67,Medium,0.4,19,42.3
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Burglary,47,Medium,0.51,19,11.7
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Vandalism,27,Low,0.52,11,8.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Robbery,35,Low,0.72,16,41.2
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Cybercrime,72,Low,0.54,27,44.1
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Drug Offense,37,Low,0.5,14,34.5
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Homicide,7,Critical,0.61,3,27.0
Hyderabad,Telangana,17.385,78.4867,10.0,2024,12,Harassment,41,Low,0.61,19,9.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Theft,96,Medium,0.54,41,12.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Assault,35,Medium,0.7,20,38.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Fraud,55,Medium,0.74,32,20.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Burglary,38,Medium,0.74,21,42.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Vandalism,24,Low,0.4,8,37.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Robbery,22,Medium,0.73,9,10.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Cybercrime,51,Medium,0.66,27,35.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Drug Offense,32,Medium,0.4,10,23.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Homicide,5,Medium,0.37,1,20.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,1,Harassment,49,Low,0.73,29,13.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Theft,95,Low,0.38,28,23.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Assault,36,Low,0.66,19,42.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Fraud,44,Low,0.55,18,28.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Burglary,38,Low,0.54,17,18.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Vandalism,34,Critical,0.61,14,36.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Robbery,20,Critical,0.68,9,29.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Cybercrime,42,Low,0.51,15,33.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Drug Offense,29,Medium,0.72,12,22.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Homicide,6,High,0.43,2,26.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,2,Harassment,35,Low,0.71,16,23.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Theft,73,Medium,0.6,38,10.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Assault,43,Low,0.62,22,27.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Fraud,76,Low,0.73,34,24.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Burglary,49,Low,0.78,28,43.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Vandalism,41,Low,0.62,16,34.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Robbery,24,Medium,0.57,10,38.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Cybercrime,59,Medium,0.39,19,18.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Drug Offense,43,Low,0.59,21,39.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Homicide,7,Low,0.62,3,9.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,3,Harassment,41,Low,0.67,19,19.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Theft,105,Low,0.74,59,28.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Assault,50,Medium,0.55,22,35.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Fraud,75,Low,0.61,40,14.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Burglary,61,Medium,0.49,23,14.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Vandalism,34,Low,0.45,12,25.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Robbery,24,Low,0.54,11,35.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Cybercrime,74,Critical,0.67,37,36.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Drug Offense,37,Critical,0.4,12,8.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Homicide,6,Medium,0.51,2,27.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,4,Harassment,48,Low,0.47,13,28.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Theft,88,Medium,0.66,39,24.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Assault,55,Low,0.75,28,17.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Fraud,82,Medium,0.43,30,21.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Burglary,41,Medium,0.47,17,26.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Vandalism,44,Low,0.36,13,11.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Robbery,36,Low,0.75,23,32.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Cybercrime,55,Low,0.69,32,10.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Drug Offense,53,Medium,0.65,24,23.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Homicide,7,High,0.75,4,42.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,5,Harassment,64,High,0.45,20,44.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Theft,85,High,0.38,22,11.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Assault,51,Medium,0.69,30,24.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Fraud,94,High,0.7,40,41.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Burglary,58,Low,0.61,28,34.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Vandalism,41,Medium,0.63,17,22.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Robbery,23,Low,0.75,14,34.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Cybercrime,82,High,0.74,36,18.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Drug Offense,47,High,0.39,12,37.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Homicide,10,Low,0.63,4,13.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,6,Harassment,55,Low,0.51,21,14.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Theft,86,Low,0.69,46,42.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Assault,53,Medium,0.61,24,22.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Fraud,89,Medium,0.6,46,34.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Burglary,61,Medium,0.62,27,12.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Vandalism,38,Medium,0.35,10,13.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Robbery,29,Critical,0.53,12,20.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Cybercrime,68,Medium,0.46,25,33.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Drug Offense,36,Low,0.65,19,30.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Homicide,7,Low,0.72,3,43.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,7,Harassment,56,Medium,0.39,18,12.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Theft,96,Critical,0.44,31,24.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Assault,39,High,0.69,16,25.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Fraud,88,Low,0.36,23,13.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Burglary,43,Critical,0.69,25,23.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Vandalism,32,Medium,0.46,10,41.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Robbery,29,Medium,0.54,12,24.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Cybercrime,74,Low,0.53,32,19.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Drug Offense,30,Critical,0.66,16,8.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Homicide,6,Medium,0.37,1,35.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,8,Harassment,50,Medium,0.48,16,9.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Theft,94,Low,0.74,45,15.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Assault,44,Low,0.58,16,43.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Fraud,49,Low,0.7,30,18.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Burglary,43,High,0.47,15,11.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Vandalism,40,Low,0.54,15,20.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Robbery,26,High,0.67,12,17.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Cybercrime,75,Medium,0.76,46,40.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Drug Offense,33,Medium,0.38,10,35.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Homicide,6,Low,0.35,1,28.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,9,Harassment,38,Critical,0.65,16,29.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Theft,85,Low,0.58,35,11.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Assault,36,Medium,0.74,22,43.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Fraud,64,Medium,0.6,23,16.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Burglary,53,Low,0.36,12,37.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Vandalism,33,High,0.74,18,26.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Robbery,20,High,0.65,7,32.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Cybercrime,44,Low,0.49,16,11.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Drug Offense,28,Low,0.6,13,17.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Homicide,4,Medium,0.39,1,29.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,10,Harassment,54,High,0.43,15,40.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Theft,88,High,0.58,33,19.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Assault,44,High,0.67,24,18.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Fraud,54,Low,0.58,19,37.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Burglary,32,Medium,0.58,16,18.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Vandalism,27,Low,0.47,8,25.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Robbery,27,Low,0.6,10,11.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Cybercrime,62,High,0.71,34,9.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Drug Offense,33,High,0.71,17,34.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Homicide,7,Medium,0.62,3,26.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,11,Harassment,46,High,0.65,19,17.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Theft,83,Medium,0.69,50,12.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Assault,30,Low,0.51,12,39.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Fraud,46,Medium,0.6,17,27.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Burglary,32,Low,0.38,8,25.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Vandalism,23,Medium,0.56,8,30.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Robbery,20,Low,0.38,5,29.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Cybercrime,63,Medium,0.42,21,35.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Drug Offense,33,High,0.38,11,42.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Homicide,5,Low,0.55,2,16.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2019,12,Harassment,52,Medium,0.55,17,43.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Theft,74,Medium,0.56,36,24.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Assault,43,Low,0.76,24,13.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Fraud,64,Critical,0.76,38,31.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Burglary,48,Medium,0.63,24,29.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Vandalism,38,Medium,0.42,10,36.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Robbery,30,Medium,0.6,13,36.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Cybercrime,62,Medium,0.64,34,39.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Drug Offense,27,Medium,0.77,18,21.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Homicide,6,High,0.71,2,23.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,1,Harassment,37,Low,0.44,10,17.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Theft,105,Medium,0.52,45,24.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Assault,36,Low,0.44,12,30.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Fraud,68,High,0.51,21,34.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Burglary,44,Medium,0.73,24,10.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Vandalism,40,High,0.48,14,14.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Robbery,21,Low,0.42,6,18.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Cybercrime,51,High,0.4,13,24.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Drug Offense,45,Medium,0.36,12,43.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Homicide,7,Low,0.76,3,9.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,2,Harassment,53,Low,0.65,25,17.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Theft,124,Low,0.48,37,11.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Assault,53,Medium,0.64,29,36.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Fraud,86,Medium,0.72,41,38.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Burglary,39,Low,0.39,10,31.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Vandalism,33,Low,0.35,9,35.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Robbery,22,Low,0.55,9,32.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Cybercrime,83,Medium,0.35,20,37.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Drug Offense,33,Low,0.64,16,30.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Homicide,6,Low,0.64,2,21.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,3,Harassment,57,Low,0.41,14,32.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Theft,93,Low,0.69,47,13.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Assault,38,Medium,0.73,19,37.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Fraud,82,Low,0.48,24,15.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Burglary,40,Medium,0.46,14,30.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Vandalism,43,Low,0.73,22,22.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Robbery,30,High,0.58,14,31.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Cybercrime,65,Medium,0.36,15,30.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Drug Offense,48,Low,0.51,17,10.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Homicide,7,Low,0.5,3,41.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,4,Harassment,47,Low,0.5,15,21.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Theft,112,Low,0.39,33,21.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Assault,37,Medium,0.68,15,34.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Fraud,98,Low,0.42,31,14.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Burglary,46,Medium,0.68,24,30.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Vandalism,40,Critical,0.52,13,11.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Robbery,36,Medium,0.39,9,16.6
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Cybercrime,56,Medium,0.55,26,18.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Drug Offense,39,Low,0.68,20,25.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Homicide,7,Low,0.48,2,21.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,5,Harassment,64,High,0.75,37,29.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Theft,89,Medium,0.38,28,44.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Assault,52,Low,0.68,22,37.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Fraud,83,Low,0.54,36,35.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Burglary,68,Low,0.48,26,18.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Vandalism,39,Low,0.6,20,11.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Robbery,36,Low,0.65,18,40.5
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Cybercrime,86,Medium,0.71,51,14.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Drug Offense,55,High,0.39,16,43.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Homicide,9,Low,0.45,3,33.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,6,Harassment,74,Medium,0.41,19,9.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Theft,116,Low,0.54,51,25.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Assault,42,Low,0.71,24,19.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Fraud,100,Medium,0.62,54,11.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Burglary,47,Medium,0.68,28,17.7
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Vandalism,35,Critical,0.53,11,31.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Robbery,26,Medium,0.44,8,40.4
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Cybercrime,63,Medium,0.62,31,41.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Drug Offense,36,Low,0.58,13,25.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Homicide,6,Low,0.61,2,35.3
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,7,Harassment,69,High,0.75,36,35.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Theft,80,Medium,0.71,44,29.2
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Assault,36,Medium,0.7,16,21.1
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Fraud,79,Low,0.51,29,32.9
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Burglary,56,Critical,0.64,27,14.8
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Vandalism,38,Low,0.67,22,30.0
Chennai,Tamil Nadu,13.0827,80.2707,11.2,2020,8,Robbery,30,Low,0.77,15,44.4
